streetLine,price,hoa,sqFt,pricePerSqFt,lotSize,beds,baths,city,state,zip,postalCode,countryCode,yearBuilt,propertyType,latitude,longitude
11211 Napa Grape Ct,547500,115,1470,372,3485,3,2.5,Las Vegas,NV,89135,89135,US,2012,SingleFamilyResidence,36.1519329,-115.3384308
4712 Nara Vista Way #103,235000,200,884,266,,2,2.0,Las Vegas,NV,89103,89103,US,1989,SingleFamilyResidence,36.1027945,-115.2412845
145 E Harmon Ave #3415,445000,1404,520,856,,0,1.0,Las Vegas,NV,89109,89109,US,2005,SingleFamilyResidence,36.1060655,-115.1667757
7310 Heggie Ave,1125000,132,4476,251,12632,5,4.5,Las Vegas,NV,89131,89131,US,2002,SingleFamilyResidence,36.287897,-115.2539545
11420 Ogden Mills Dr #101,529000,255,1967,269,6125,3,2.5,Las Vegas,NV,89135,89135,US,2014,SingleFamilyResidence,36.1547887,-115.3431656
2639 Heritage Dr,374900,330,2040,184,3049,4,2.0,Las Vegas,NV,89121,89121,US,1971,SingleFamilyResidence,36.1418514,-115.1034152
612 El Loro St,799000,108,2461,325,4792,4,3.0,Las Vegas,NV,89138,89138,US,2005,SingleFamilyResidence,36.1684384,-115.3507733
3029 Savona Cir,685000,115,1937,354,8276,3,2.0,Las Vegas,NV,89128,89128,US,1989,SingleFamilyResidence,36.2159842,-115.2692301
8977 Sweet Chestnut Ln,585000,49,2430,241,3920,5,3.0,Las Vegas,NV,89178,89178,US,2021,SingleFamilyResidence,36.0245947,-115.3128009
366 Spotted Dove St,920000,115,2077,443,3920,4,2.5,Las Vegas,NV,89138,89138,US,2021,SingleFamilyResidence,36.1689645,-115.371698
7573 Costanoa St,479900,135,1786,269,2178,4,3.0,Las Vegas,NV,89123,89123,US,2001,SingleFamilyResidence,36.0518329,-115.1222359
4381 W Flamingo Rd #3219,340000,781,615,553,,0,1.0,Las Vegas,NV,89103,89103,US,2006,SingleFamilyResidence,36.1143704,-115.1988103
12025 Girasole Ave,1750000,210,3841,456,7405,4,4.5,Las Vegas,NV,89138,89138,US,2016,SingleFamilyResidence,36.1752268,-115.3607168
8201 Point View Ct,629900,152,2082,303,6970,3,2.0,Las Vegas,NV,89128,89128,US,1990,SingleFamilyResidence,36.205293,-115.2717341
4626 Royal Ridge Ave,270000,135,1335,202,3485,2,2.0,Las Vegas,NV,89103,89103,US,1980,SingleFamilyResidence,36.1056134,-115.2120941
2615 W Gary Ave #2040,184900,185,711,260,,1,1.0,Las Vegas,NV,89123,89123,US,1999,SingleFamilyResidence,36.0151008,-115.1768474
7040 Old Village Ave,469900,13,2125,221,5227,3,2.5,Las Vegas,NV,89129,89129,US,1995,SingleFamilyResidence,36.2467391,-115.2490685
2212 Bridle Wreath Ln,399000,,1522,262,7405,3,2.0,Las Vegas,NV,89156,89156,US,1997,SingleFamilyResidence,36.1993724,-115.0270674
6908 Emerald Springs Ln,439000,700,1173,374,3049,2,2.0,Las Vegas,NV,89113,89113,US,1987,SingleFamilyResidence,36.0979393,-115.245785
221 Mission Catalina Ln #103,168000,370,660,255,7243,1,1.0,Las Vegas,NV,89107,89107,US,1989,SingleFamilyResidence,36.1709265,-115.2116016
4452 Peterson Dr,429200,,1428,301,6098,4,2.0,Las Vegas,NV,89103,89103,US,1975,SingleFamilyResidence,36.108023,-115.2300848
1808 Birch St,570000,,2330,245,11326,3,2.0,Las Vegas,NV,89102,89102,US,1963,SingleFamilyResidence,36.1495669,-115.1689473
8736 Procyon St,965000,,2807,344,19166,3,3.0,Las Vegas,NV,89139,89139,US,1989,SingleFamilyResidence,36.0312811,-115.1875491
10047 Magical View St,1150000,220,4521,254,9583,5,4.5,Las Vegas,NV,89178,89178,US,2007,SingleFamilyResidence,36.0063587,-115.2595826
8924 Jaquita Ave,390000,48,1352,288,1742,3,3.0,Las Vegas,NV,89149,89149,US,2006,SingleFamilyResidence,36.2907411,-115.2891388
3637 Laguna Del Sol Dr,355000,295,1661,214,2614,2,2.0,Las Vegas,NV,89121,89121,US,1990,SingleFamilyResidence,36.1235837,-115.1130909
9333 Arrowhead Bluff Ave,635000,105,2902,219,6591,4,3.0,Las Vegas,NV,89149,89149,US,2005,SingleFamilyResidence,36.2985263,-115.2974124
1312 Driscoll Dr #101,265000,210,1192,222,,2,2.0,Las Vegas,NV,89128,89128,US,1992,SingleFamilyResidence,36.1856436,-115.2637945
6711 W Charleston Blvd #4,238000,220,1120,213,2371,2,2.0,Las Vegas,NV,89146,89146,US,1987,SingleFamilyResidence,36.1584793,-115.2406084
9050 W Warm Springs Rd #1001,295000,239,936,315,,2,2.0,Las Vegas,NV,89148,89148,US,2004,SingleFamilyResidence,36.055757,-115.288471
6908 Via Locanda Ave,1600000,190,4432,361,20909,5,5.5,Las Vegas,NV,89131,89131,US,2004,SingleFamilyResidence,36.2951137,-115.2456136
420 Wind Poppy St,699990,115,1782,393,4356,3,2.5,Las Vegas,NV,89138,89138,US,2021,SingleFamilyResidence,36.1681727,-115.3713958
5161 Sepulveda Blvd,421000,,1613,261,6970,3,2.0,Las Vegas,NV,89118,89118,US,1978,SingleFamilyResidence,36.0947076,-115.2316424
6885 Coley Ave,799888,,3369,237,20038,7,3.0,Las Vegas,NV,89146,89146,US,1977,SingleFamilyResidence,36.1346868,-115.2425396
9997 Birch Knoll Ave,725000,223,2658,273,6098,3,2.5,Las Vegas,NV,89166,89166,US,2022,SingleFamilyResidence,36.3145486,-115.3139769
5500 Morendo Dr,350000,,1134,309,6534,3,2.0,Las Vegas,NV,89107,89107,US,1963,SingleFamilyResidence,36.175919,-115.2164208
3020 Reef View St,548888,34,1710,321,3920,3,2.5,Las Vegas,NV,89117,89117,US,1988,SingleFamilyResidence,36.1364321,-115.3101375
5371 Brevin Ct,1150000,62,3554,324,10890,4,3.5,Las Vegas,NV,89131,89131,US,2022,SingleFamilyResidence,36.2809803,-115.2147989
9413 Mount Cherie Ave #101,395000,240,1534,257,6032,3,2.0,Las Vegas,NV,89129,89129,US,1996,SingleFamilyResidence,36.2194974,-115.3005658
7333 Roamer Pl,367900,27,1065,345,4792,2,2.0,Las Vegas,NV,89131,89131,US,1996,SingleFamilyResidence,36.2931674,-115.2724626
6848 Mesita Ave,442900,127,1602,276,1742,4,2.5,Las Vegas,NV,89122,89122,US,2004,SingleFamilyResidence,36.0873064,-115.0234406
7112 Estrella De Mar Ave,430000,87,1669,258,3920,3,2.5,Las Vegas,NV,89131,89131,US,2004,SingleFamilyResidence,36.3071217,-115.249402
2851 S Valley View Blvd #1119,339000,317,1442,235,,2,2.0,Las Vegas,NV,89102,89102,US,1993,SingleFamilyResidence,36.1400287,-115.1927697
3920 White Castle St,675000,,3424,197,6970,4,3.0,Las Vegas,NV,89129,89129,US,1999,SingleFamilyResidence,36.232256,-115.2899942
1038 Silver Creek Ave,437000,24,1285,340,4356,3,2.0,Las Vegas,NV,89183,89183,US,2001,SingleFamilyResidence,36.0035241,-115.1406001
9708 Camden Hills Ave,849000,390,2773,306,9148,3,3.5,Las Vegas,NV,89145,89145,US,1997,SingleFamilyResidence,36.1620079,-115.3077509
3318 N Decatur Blvd #2047,220000,384,976,225,,2,2.0,Las Vegas,NV,89130,89130,US,1998,SingleFamilyResidence,36.2199569,-115.2070857
3726 Las Vegas Blvd #1607,475000,861,716,663,,1,1.0,Las Vegas,NV,89158,89158,US,2007,SingleFamilyResidence,36.107373,-115.174685
2304 Bristol Bay Ct,219000,,1027,213,3920,2,1.5,Las Vegas,NV,89108,89108,US,1987,SingleFamilyResidence,36.2000657,-115.2049876
4555 Payson Ave,384900,,1188,324,6098,4,2.0,Las Vegas,NV,89115,89115,US,1971,SingleFamilyResidence,36.201465,-115.074467
2715 W Pebble Rd #501,450000,596,1950,231,,2,2.5,Las Vegas,NV,89123,89123,US,2006,SingleFamilyResidence,36.0280857,-115.1774755
9338 Emerald Mesa St Lot 89,400990,98,1410,284,1742,3,2.5,Las Vegas,NV,89139,89139,US,2024,SingleFamilyResidence,36.019812,-115.208215
2796 Sipe Springs St,480000,71,2275,211,3920,4,3.0,Las Vegas,NV,89142,89142,US,2019,SingleFamilyResidence,36.1392402,-115.0319286
885 Veranda View Ave,425000,90,1395,305,2614,2,2.0,Las Vegas,NV,89123,89123,US,1999,SingleFamilyResidence,36.0343701,-115.1430778
8116 Sunset Mill Dr,425000,175,1423,299,3485,2,2.0,Las Vegas,NV,89128,89128,US,1992,SingleFamilyResidence,36.1841834,-115.2724836
7812 Cape Vista Ln,525000,115,1887,278,6970,3,2.5,Las Vegas,NV,89128,89128,US,1988,SingleFamilyResidence,36.2128836,-115.2648386
10980 Wonder Hills St,750000,78,3280,229,4356,4,3.5,Las Vegas,NV,89141,89141,US,2018,SingleFamilyResidence,35.9898842,-115.2308375
5799 Medallion Dr #102,172500,235,724,238,2704,1,1.0,Las Vegas,NV,89122,89122,US,1988,SingleFamilyResidence,36.0908696,-115.043703
9417 Mountainair Ave,575000,117,1838,313,5663,3,2.0,Las Vegas,NV,89134,89134,US,1995,SingleFamilyResidence,36.1967529,-115.3020374
4464 Halbert Ave,318000,,1200,265,3049,3,2.0,Las Vegas,NV,89110,89110,US,1993,SingleFamilyResidence,36.1766351,-115.0788003
12349 Sunset Sage Ave,1625000,140,4142,392,8276,5,3.5,Las Vegas,NV,89138,89138,US,2021,SingleFamilyResidence,36.170421,-115.3703375
967 Orchid Vine Ct,459999,16,2012,229,3920,4,2.5,Las Vegas,NV,89183,89183,US,2002,SingleFamilyResidence,36.0052864,-115.1421557
2132 Fred Brown Dr,375400,95,1285,292,3485,3,2.0,Las Vegas,NV,89106,89106,US,2001,SingleFamilyResidence,36.1988007,-115.1625542
5360 Runningbrook Rd,310000,200,1337,232,2614,2,2.5,Las Vegas,NV,89120,89120,US,1994,SingleFamilyResidence,36.0927307,-115.1029172
2200 E Owens Ave,349999,,1713,204,6534,5,,North Las Vegas,NV,89030,89030,US,1957,Accommodation,36.1887677,-115.1182055
1301 Red Gable Ln #204,285000,265,838,340,,2,2.0,Las Vegas,NV,89144,89144,US,2001,SingleFamilyResidence,36.1860164,-115.314747
7815 Windward Rd,550000,7,1946,283,7405,2,3.0,Las Vegas,NV,89147,89147,US,1998,SingleFamilyResidence,36.1018084,-115.2619937
3937 Lonely Heart Ct,385000,20,1835,210,3485,3,2.5,Las Vegas,NV,89115,89115,US,2006,SingleFamilyResidence,36.2315709,-115.0745246
4354 Thorndale Pl,448000,,1420,315,6970,3,2.0,Las Vegas,NV,89103,89103,US,1975,SingleFamilyResidence,36.1098117,-115.2351961
2349 N Mallard St,350000,,1036,338,6534,3,2.0,Las Vegas,NV,89108,89108,US,1972,SingleFamilyResidence,36.2022204,-115.222924
10245 S Maryland Pkwy #255,260000,210,1053,247,,2,2.0,Las Vegas,NV,89183,89183,US,2003,SingleFamilyResidence,36.0039092,-115.1390777
10909 Bramante Dr,750000,200,2540,295,8712,3,2.5,Las Vegas,NV,89141,89141,US,2002,SingleFamilyResidence,35.9913856,-115.2018409
2482 Desert Glow Ct,350000,,1284,273,6098,3,2.0,Las Vegas,NV,89115,89115,US,1997,SingleFamilyResidence,36.2046275,-115.0805462
2021 De Osma St,399999,,1750,229,4792,4,2.0,Las Vegas,NV,89102,89102,US,1978,SingleFamilyResidence,36.1479865,-115.1743959
6250 W Arby Ave #150,360000,220,1447,249,3518,3,2.5,Las Vegas,NV,89118,89118,US,2004,SingleFamilyResidence,36.0601376,-115.2284357
10420 Scotch Elm Ave,399999,105,1450,276,2178,3,2.5,Las Vegas,NV,89166,89166,US,2008,SingleFamilyResidence,36.2937183,-115.3222106
7380 Abundant Harvest Ave,939900,120,4416,213,10019,5,4.0,Las Vegas,NV,89131,89131,US,2014,SingleFamilyResidence,36.3030322,-115.2554662
3123 Congress Ave,435000,,1913,227,6970,4,2.0,Las Vegas,NV,89121,89121,US,1963,SingleFamilyResidence,36.1375884,-115.1070636
5113 Cascade Pools Ave,510000,90,2453,208,4792,4,2.5,Las Vegas,NV,89131,89131,US,2000,SingleFamilyResidence,36.3014921,-115.2119799
5403 El Nevero St,470000,54,1419,331,3920,3,2.5,Las Vegas,NV,89166,89166,US,2022,SingleFamilyResidence,36.2598099,-115.333042
2981 Country Manor Ln #6,99900,213,510,196,3025,1,1.0,Las Vegas,NV,89115,89115,US,1982,SingleFamilyResidence,36.213796,-115.0935342
5191 Caliente St #84,210000,245,994,211,,2,2.0,Las Vegas,NV,89119,89119,US,1984,SingleFamilyResidence,36.0951484,-115.1303775
601 Harvest Run Dr #102,330000,460,1168,283,6495,2,2.0,Las Vegas,NV,89145,89145,US,1996,SingleFamilyResidence,36.1650136,-115.26511
578 Jerry Bird Ct,778640,120,2797,278,8712,4,3.0,Las Vegas,NV,89123,89123,US,2024,SingleFamilyResidence,36.049397,-115.150389
7752 Trends Ct,400000,98,1593,251,2178,2,2.5,Las Vegas,NV,89149,89149,US,2015,SingleFamilyResidence,36.302468,-115.2945999
3035 Mirado Ct,310000,390,1276,243,2614,2,2.0,Las Vegas,NV,89121,89121,US,1978,SingleFamilyResidence,36.1235262,-115.1088661
20 Barbara Ln #100,399999,173,1499,267,6670,3,2.5,Las Vegas,NV,89183,89183,US,2020,SingleFamilyResidence,35.9788679,-115.1721135
10413 Fuji Ct,765000,100,3682,208,8276,5,3.0,Las Vegas,NV,89129,89129,US,2003,SingleFamilyResidence,36.2372878,-115.3221922
3145 E Flamingo Rd #1090,219888,239,981,224,8897,2,2.0,Las Vegas,NV,89121,89121,US,1990,SingleFamilyResidence,36.1147584,-115.1066903
10462 Miners Gulch Ave,620000,65,1983,313,4792,3,2.5,Las Vegas,NV,89135,89135,US,2004,SingleFamilyResidence,36.148961,-115.3212846
7045 Eldora Ave,780000,,2350,332,20038,4,3.0,Las Vegas,NV,89117,89117,US,1985,SingleFamilyResidence,36.140084,-115.2461512
6745 Caporetto Ln #104,320000,241,1196,268,,2,2.0,North Las Vegas,NV,89084,89084,US,2006,SingleFamilyResidence,36.2824154,-115.2047672
9961 Artistic Walk Ave,550000,47,2545,216,6534,4,3.5,Las Vegas,NV,89149,89149,US,2005,SingleFamilyResidence,36.3047471,-115.3128029
4630 Spitfire St,305000,27,918,332,4356,2,1.0,Las Vegas,NV,89115,89115,US,1994,SingleFamilyResidence,36.2446645,-115.0569983
10964 Oregano Ave,515000,105,2042,252,3485,3,2.5,Las Vegas,NV,89166,89166,US,2023,SingleFamilyResidence,36.2851676,-115.3361919
7649 Velvet Mist St,435000,90,2024,215,4356,3,2.5,Las Vegas,NV,89131,89131,US,2002,SingleFamilyResidence,36.2997114,-115.2152742
3111 Monte Rosa Ave,1900000,380,4138,459,39204,5,4.0,Las Vegas,NV,89120,89120,US,1964,SingleFamilyResidence,36.0634217,-115.10634
4773 Longstock Ct,399000,62,1686,237,1742,3,3.5,Las Vegas,NV,89130,89130,US,2006,SingleFamilyResidence,36.2462732,-115.2357986
5831 Medallion Dr #103,183000,233,724,253,3189,1,1.0,Las Vegas,NV,89122,89122,US,1987,SingleFamilyResidence,36.0902306,-115.0428158
7717 Chandelier Ct,363000,98,1451,250,1742,3,2.5,Las Vegas,NV,89149,89149,US,2006,SingleFamilyResidence,36.3014293,-115.2900428
9281 Albus Hills Ave,624995,100,2908,215,3920,4,3.5,Las Vegas,NV,89143,89143,US,2023,SingleFamilyResidence,36.3280473,-115.2990612
1405 Vegas Valley Dr #242,163000,356,863,189,4259,2,1.0,Las Vegas,NV,89169,89169,US,1971,SingleFamilyResidence,36.1367081,-115.1337286
5434 Pendini Point Ct,1099000,232,3073,358,12632,3,2.5,Las Vegas,NV,89141,89141,US,2002,SingleFamilyResidence,35.996126,-115.2154173
2081 Cary Grant Ct,324000,105,1435,226,1742,3,2.5,Las Vegas,NV,89142,89142,US,2002,SingleFamilyResidence,36.148782,-115.029898
8220 Arch Bay Ln,647000,151,2082,311,7405,3,2.0,Las Vegas,NV,89128,89128,US,1993,SingleFamilyResidence,36.2038752,-115.2726033
5330 E Charleston Blvd #2,280000,205,1209,232,1209,3,2.5,Las Vegas,NV,89142,89142,US,1998,SingleFamilyResidence,36.1612821,-115.0569344
11200 Newbury Hills Ave,759000,60,2503,303,6970,4,3.0,Las Vegas,NV,89138,89138,US,2003,SingleFamilyResidence,36.1732237,-115.3391353
9098 Tierra Santa Ave,820000,135,3066,267,16553,3,2.5,Las Vegas,NV,89129,89129,US,2004,SingleFamilyResidence,36.2469959,-115.2949102
4596 Treto Ave,550000,72,2295,240,5227,3,2.5,Las Vegas,NV,89141,89141,US,2002,SingleFamilyResidence,35.9968251,-115.2033559
11251 La Madre Ridge Dr,1198000,260,2712,442,7405,3,3.5,Las Vegas,NV,89135,89135,US,2002,SingleFamilyResidence,36.1291012,-115.3385915
8629 Raindrop Canyon Ave,599900,21,3083,195,5227,5,3.0,Las Vegas,NV,89129,89129,US,1996,SingleFamilyResidence,36.2264181,-115.282547
5170 Villa Dante Ave,1250000,232,4876,256,11326,6,5.5,Las Vegas,NV,89141,89141,US,2004,SingleFamilyResidence,35.9982577,-115.2115687
1021 Campo Seco Ct,445000,145,1316,338,3920,3,2.0,Las Vegas,NV,89138,89138,US,2006,SingleFamilyResidence,36.1606333,-115.3572234
107 Sir George Dr,285000,85,1812,157,9583,3,2.0,Las Vegas,NV,89110,89110,US,1975,SingleFamilyResidence,36.1614102,-115.0602842
4977 Crimson Mare Rd,520000,30,2372,219,3485,4,3.0,Las Vegas,NV,89139,89139,US,2007,SingleFamilyResidence,36.0483532,-115.2089925
10377 Bent River St,717000,55,2933,244,5227,5,3.0,Las Vegas,NV,89183,89183,US,2022,SingleFamilyResidence,36.001382,-115.150038
10401 Daisy Dawn Ct,565000,42,2660,212,6534,4,3.5,Las Vegas,NV,89129,89129,US,2004,SingleFamilyResidence,36.2424688,-115.3250844
69 Lo Vista Pl,329000,,1068,308,6534,3,2.0,Las Vegas,NV,89110,89110,US,1964,SingleFamilyResidence,36.1620799,-115.0945411
937 Allister Fields Ln,494900,365,1232,402,4356,2,2.0,Las Vegas,NV,89138,89138,US,2022,SingleFamilyResidence,36.1567722,-115.3761411
5655 E Sahara Ave #1052,175000,349,774,226,9173,2,1.0,Las Vegas,NV,89142,89142,US,2001,SingleFamilyResidence,36.1446047,-115.0518654
5801 Sunny Orchard Ln,475000,95,1774,268,6970,3,2.0,Las Vegas,NV,89110,89110,US,1998,SingleFamilyResidence,36.1882259,-115.0458442
5204 Hackberry Hill Ave,1200000,54,3368,356,12632,4,4.0,Las Vegas,NV,89131,89131,US,2003,SingleFamilyResidence,36.279602,-115.211735
2727 Alta Dr,1700000,,5927,287,38333,4,4.5,Las Vegas,NV,89107,89107,US,1966,SingleFamilyResidence,36.1658978,-115.1789214
150 Las Vegas Blvd #818,379000,808,1333,284,,2,2.0,Las Vegas,NV,89101,89101,US,2007,SingleFamilyResidence,36.1699412,-115.1398296
2451 N Rainbow Blvd #2149,175000,233,720,243,8320,1,1.0,Las Vegas,NV,89108,89108,US,1988,SingleFamilyResidence,36.2069505,-115.2428833
4057 Pioneer Ridge Ct,390000,65,1473,265,2614,4,2.5,Las Vegas,NV,89115,89115,US,2023,SingleFamilyResidence,36.1925018,-115.0856274
145 E Harmon Ave #518,318000,877,520,612,,0,1.0,Las Vegas,NV,89109,89109,US,2005,SingleFamilyResidence,36.1060655,-115.1667757
5927 Copper Rd,98000,,,,40511,,,Las Vegas,NV,89110,89110,US,,Accommodation,36.1684982,-115.0422944
8175 Arville St #314,180000,540,,,2614,,,Las Vegas,NV,89139,89139,US,,Accommodation,36.0408969,-115.1996413
NA Robar,133000,,,,11326,,,Las Vegas,NV,89121,89121,US,,Accommodation,36.119399,-115.108372
7063 E Mesquite Ave,163000,,,,21344,,,Las Vegas,NV,89110,89110,US,,Accommodation,36.167064,-115.01776
2248 Castleberry Ln,100000,,,,6098,,,Las Vegas,NV,89156,89156,US,,Accommodation,36.2015078,-115.0508042
Robar,133000,,,,11326,,,Las Vegas,NV,89121,89121,US,,Accommodation,36.119643,-115.108372
Harrison Ave,150000,,,,14810,,,Las Vegas,NV,89106,89106,US,,Accommodation,36.187674,-115.149388
7360 Bachelors Button Dr,339000,424,,,14375,,,Las Vegas,NV,89131,89131,US,,Accommodation,36.2992668,-115.2551265
1431 Crane St,675000,,1788,378,5136,3,2.0,Manteca,CA,95337,95337,US,2021,SingleFamilyResidence,37.7804058,-121.2391064
834 Turin Ave,823778,,2720,303,9458,4,4.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.808751,-121.25325
826 Turin Ave,870988,,3000,290,9458,5,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.808587,-121.253248
1766 Yukon Territory Ave,735593,,2765,266,5000,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7763298,-121.2704257
1459 Port St,625000,,1912,327,5001,4,2.5,Manteca,CA,95336,95336,US,2001,SingleFamilyResidence,37.8126474,-121.1950172
1108 Mission Ridge Dr,699000,,2154,325,8275,4,3.0,Manteca,CA,95337,95337,US,1989,SingleFamilyResidence,37.7872474,-121.2319621
610 Tahoe St,579900,,1472,394,7398,3,2.0,Manteca,CA,95337,95337,US,1991,SingleFamilyResidence,37.7854698,-121.222077
1785 Hickory Creek Ln,515000,180,1350,381,5706,2,2.0,Manteca,CA,95336,95336,US,2011,SingleFamilyResidence,37.8328979,-121.2469664
2526 Bellchase Dr,635000,190,1988,319,5824,2,2.0,Manteca,CA,95336,95336,US,2007,SingleFamilyResidence,37.8334379,-121.2381979
1460 Gondola St,600000,,1912,314,5001,4,2.5,Manteca,CA,95336,95336,US,2000,SingleFamilyResidence,37.8143643,-121.1950285
991 Sebastian Ln,659999,,2149,307,8059,4,2.0,Manteca,CA,95336,95336,US,2007,SingleFamilyResidence,37.8103624,-121.1995638
2174 Gibralter Dr,769000,,2314,332,8085,4,3.0,Manteca,CA,95337,95337,US,2005,SingleFamilyResidence,37.7771491,-121.2548343
1951 Buena Vista Dr,849999,,3010,282,6695,4,3.0,Manteca,CA,95337,95337,US,1999,SingleFamilyResidence,37.7729267,-121.2076247
827 Rosazzo Ln,799520,,2833,282,5250,5,3.5,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.808582,-121.258552
819 Rosazzo Ln,714800,,2091,342,5250,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.808445,-121.258544
2201 Monferrato St,722320,,2161,334,6563,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.806913,-121.254493
864 Grafton St,629995,,1837,343,6913,3,2.0,Manteca,CA,95337,95337,US,2001,SingleFamilyResidence,37.7773965,-121.2031095
1495 Vasco St,699888,,2455,285,7619,4,2.0,Manteca,CA,95337,95337,US,2009,SingleFamilyResidence,37.7769411,-121.1922548
2438 Abruzzo St,752338,,2380,316,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.810494,-121.259987
1009 Fiano Pl,794880,,2660,299,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.810858,-121.260285
3374 Adirondack St,699089,,2347,298,,5,3.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.774287,-121.279172
2122 Willa Grace Ave,653880,,2083,314,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.771925,-121.275332
2414 Abruzzo St,791838,,2660,298,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.810495,-121.259796
2116 Willa Grace Pl,612880,,1624,377,,3,2.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.772061,-121.275334
1027 Fiano Pl,694172,,1870,371,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.811008,-121.260284
1490 Bridgeport Ln,519950,,1720,302,8189,4,2.0,Manteca,CA,95336,95336,US,1988,SingleFamilyResidence,37.8196113,-121.2411216
2486 Abruzzo St,613138,,1520,403,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.810492,-121.260559
1732 Lacey Ave,639590,,1510,424,,3,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.777471,-121.277736
1748 Lacey Ave,678680,,1984,342,,4,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7768976,-121.275483
2324 San Marco Ct,782000,,2563,305,10285,4,3.0,Manteca,CA,95337,95337,US,2002,SingleFamilyResidence,37.7779733,-121.2567513
1056 Topaz Ct,465000,,1121,415,5502,3,2.0,Manteca,CA,95336,95336,US,1974,SingleFamilyResidence,37.8112493,-121.2319852
1296 Spruce Ln #16,379990,75,976,389,3472,2,2.0,Manteca,CA,95336,95336,US,1981,SingleFamilyResidence,37.8167581,-121.2346817
2665 Cherry Grove Ave,540000,180,1474,366,6747,2,2.0,Manteca,CA,95336,95336,US,2014,SingleFamilyResidence,37.8352913,-121.2400385
1203 Countryside Ln,729000,,2606,280,6869,5,3.0,Manteca,CA,95337,95337,US,1988,SingleFamilyResidence,37.7852464,-121.2383536
1786 Yukon Territory Ave,691859,,1900,364,5000,4,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7758709,-121.2704369
1732 Yukon Territory Ave,678162,,1900,357,5000,4,2.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.7767523,-121.2704226
3028 Volanti Dr,717029,,2177,329,4500,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.769695,-121.272715
2260 Shoreline Dr,718265,,2177,330,4500,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.768554,-121.271433
3022 Shoreline Dr,679141,,1823,373,4661,3,2.5,Manteca,CA,95336,95336,US,2024,SingleFamilyResidence,37.768365,-121.272335
2010 Autumn Oaks St,479888,180,1329,361,5567,2,2.0,Manteca,CA,95336,95336,US,2006,SingleFamilyResidence,37.8313842,-121.2524212
1687 Chasseral Way,688000,,2780,247,7052,4,2.5,Manteca,CA,95337,95337,US,2002,SingleFamilyResidence,37.8076227,-121.245031
1873 Nehemiah Dr,648000,,1990,326,7214,3,2.0,Manteca,CA,95336,95336,US,2001,SingleFamilyResidence,37.8049876,-121.1894245
2138 Monferrato St,689000,,2161,319,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.806509,-121.253884
3168 Deer Oak St,693090,,2194,316,,4,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.782291412353516,-121.27590942382812
1722 Brookside Dr,600000,,1640,366,6300,3,2.0,Manteca,CA,95336,95336,US,1999,SingleFamilyResidence,37.8060115,-121.1912142
559 Toresano Ave,683490,,2537,269,,5,3.0,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.805179595947266,-121.25779724121094
1387 Crom St,799000,,2437,328,20007,3,3.0,Manteca,CA,95337,95337,US,1981,SingleFamilyResidence,37.8049676,-121.2388935
245 Almond,549900,,1232,446,14754,3,2.0,Manteca,CA,95337,95337,US,1950,SingleFamilyResidence,37.8007358,-121.227865
2481 Frascati St,703490,,2537,277,6300,5,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.7630254,-121.2397438
2492 Frascati St,653490,,1898,344,6939,4,3.0,Manteca,CA,95337,95337,US,,SingleFamilyResidence,37.7630254,-121.2397438
259 Swanson Rd,5000000,,1322,3782,227819,2,1.0,Manteca,CA,95337,95337,US,1957,SingleFamilyResidence,37.7977398,-121.259535
1931 Diamond Oak Way,610000,,1713,356,5630,4,3.0,Manteca,CA,95336,95336,US,1996,SingleFamilyResidence,37.8139165,-121.1895669
2104 Willa Grace Pl,619880,,1624,382,,3,2.5,Manteca,CA,95337,95337,US,2024,SingleFamilyResidence,37.772346,-121.27536
