streetLine,price,hoa,sqFt,pricePerSqFt,lotSize,beds,baths,city,state,zip,postalCode,countryCode,yearBuilt,propertyType,latitude,longitude
6850 Sharlands Ave #2051,335000,399,930,360,914,2,2.0,Reno,NV,89523,89523,US,2001,SingleFamilyResidence,39.5176019,-119.896144
255 N Sierra St Unit 606,349000,661,967,361,871,1,1.0,Reno,NV,89501,89501,US,1978,SingleFamilyResidence,39.5277922,-119.8151418
2800 Monterey Dr,1235000,,3924,315,18730,5,4.5,Reno,NV,89509,89509,US,1972,SingleFamilyResidence,39.4929028,-119.8256483
58 Caliente St,435000,,750,580,871,1,1.0,Reno,NV,89509,89509,US,1920,SingleFamilyResidence,39.5121486,-119.8075224
4775 Mount Rose Hwy,1795000,,3243,553,112384,4,3.5,Reno,NV,89511,89511,US,2001,SingleFamilyResidence,39.3915071,-119.8017098
15900 Curtis Ln,1355000,,2326,583,217800,3,3.0,Reno,NV,89511,89511,US,1955,SingleFamilyResidence,39.392399,-119.8027729
6850 Sharlands Ave Unit C 1012,317000,399,958,331,871,2,2.0,Reno,NV,89523,89523,US,2001,SingleFamilyResidence,39.5176019,-119.896144
1935 Carlin St,610000,,2392,255,6098,5,3.0,Reno,NV,89503,89503,US,1961,SingleFamilyResidence,39.52924,-119.8409331
7825 Wandering Way Lot 234,474990,68,1811,262,2874,4,2.5,Reno,NV,89506,89506,US,2024,SingleFamilyResidence,39.63581,-119.862669
3184 Vista Favoloso,2299995,270,4499,511,11325,4,4.5,Reno,NV,89519,89519,US,2014,SingleFamilyResidence,39.4695326,-119.8337383
414 Sierra Leaf Cir,550000,230,1727,318,4051,2,2.0,Reno,NV,89511,89511,US,2001,SingleFamilyResidence,39.4543373,-119.7824728
449 Smithridge Park,299000,195,1220,245,,2,1.5,Reno,NV,89502,89502,US,1970,SingleFamilyResidence,39.4816068,-119.7845629
21470 Graves Rd,874532,17,1940,451,97574,3,2.5,Reno,NV,89521,89521,US,1995,SingleFamilyResidence,39.3563119,-119.6536059
455 Yellow Pine Dr,1475000,28,3130,471,48351,4,3.5,Reno,NV,89511,89511,US,1996,SingleFamilyResidence,39.3518233,-119.8436974
3792 Portland Dr,920000,18,2583,356,13503,4,2.5,Reno,NV,89511,89511,US,1997,SingleFamilyResidence,39.3872797,-119.7861885
910 University Green Ct,685000,20,1820,376,12632,4,2.0,Reno,NV,89512,89512,US,1992,SingleFamilyResidence,39.5608264,-119.8143381
1200 Riverside #1286,350000,1139,1624,216,43,2,2.0,Reno,NV,89503,89503,US,1972,SingleFamilyResidence,39.521015,-119.827926
1684 Iron Mountain Dr,575000,140,2037,282,4356,4,2.5,Reno,NV,89521,89521,US,2002,SingleFamilyResidence,39.4309825,-119.7434794
2450 Lymbery St #305,240000,338,775,310,,2,1.0,Reno,NV,89509,89509,US,1978,SingleFamilyResidence,39.5005125,-119.8033024
2555 Clear Acre Unit 22-1,215000,390,928,232,,2,2.0,Reno,NV,89512,89512,US,1982,SingleFamilyResidence,39.555243,-119.7919846
6313 Copper Creek Ct N,609000,92,1819,335,5227,3,2.5,Reno,NV,89519,89519,US,1994,SingleFamilyResidence,39.466614,-119.8282439
4660 Bradford Ct,620000,79,1376,451,3920,3,2.0,Reno,NV,89519,89519,US,1994,SingleFamilyResidence,39.4857108,-119.8547204
100 Tunna Tuhugi Rd,775000,,2533,306,503989,4,2.0,Reno,NV,89506,89506,US,2006,SingleFamilyResidence,39.7679186,-119.8253668
13992 Lear Blvd,234000,220,1128,207,43,2,1.5,Reno,NV,89506,89506,US,1979,SingleFamilyResidence,39.6436659,-119.8802972
2332 Copper Brand Dr Unit Mayfield 388,1029995,305,2279,452,8363,2,2.0,Reno,NV,89521,89521,US,2024,SingleFamilyResidence,39.4129829,-119.722585
555 Talus Way,499900,,1491,335,7405,3,2.0,Reno,NV,89503,89503,US,1991,SingleFamilyResidence,39.5607088,-119.8322236
350 Black Pine Ct,1149000,17,2463,467,21431,3,2.5,Reno,NV,89511,89511,US,1987,SingleFamilyResidence,39.3551613,-119.8475502
1840 Joe Ln,349000,,,,16552,,,Reno,NV,89509,89509,US,,Accommodation,39.5043996,-119.8370275
19 Glenhaven Dr #5,1400000,350,,,108900,,,Reno,NV,89511,89511,US,,Accommodation,39.4306959,-119.7848945
17 Glenhaven Dr #4,1500000,350,,,108900,,,Reno,NV,89511,89511,US,,Accommodation,39.430145,-119.784942
27 Glenhaven Dr #9,1750000,350,,,111949,,,Reno,NV,89511,89511,US,,Accommodation,39.432515,-119.783375
2051 Lousetown Rd,65000,8,,,91911,,,Reno,NV,89521,89521,US,,Accommodation,39.377452,-119.636746
4795 Belgian Way,78000,37,,,508345,,,Reno,NV,89508,89508,US,,Accommodation,39.9090599,-119.898919
11050 Blue Spruce,365000,28,,,50965,,,Reno,NV,89511,89511,US,,Accommodation,39.3540319,-119.84244
500 Anitra Dr,2220000,,,,321472,,,Reno,NV,89511,89511,US,,Accommodation,39.4615099,-119.819853
22910 Carriage Dr,310000,,,,40946,,,Reno,NV,89521,89521,US,,Accommodation,39.347727,-119.776952
7830 Tamra Dr,115000,,,,67082,,,Reno,NV,89506,89506,US,,Accommodation,39.62382,-119.829431
004-311-01 Six Mile Canyon Rd,150000,,,,1742400,,,Virginia City,NV,89403,89403,US,,Accommodation,39.3142213,-119.5966261
2332 Cartwright Rd,40000,10,,,47044,,,Reno,NV,89521,89521,US,,Accommodation,39.3864044,-119.6570857
1380 Bonanza Rd,39999,4,,,43560,,,Virginia City,NV,89521,89521,US,,Accommodation,39.3602213,-119.6495602
80 Rodero Rd,2000000,,,,43926775,,,Reno,NV,89510,89510,US,,Accommodation,39.790963,-119.475894
21 Glenhaven Dr #6,1450000,350,,,108900,,,Reno,NV,89511,89511,US,,Accommodation,39.431156,-119.785119
28 Glenhaven Dr #15,2200000,350,,,177463,,,Reno,NV,89511,89511,US,,Accommodation,39.434602,-119.781209
24 Glenhaven Dr #17,1900000,350,,,121488,,,Reno,NV,89511,89511,US,,Accommodation,39.432843,-119.7814
13 Glenhaven Dr #2,1450000,350,,,96877,,,Reno,NV,89511,89511,US,,Accommodation,39.428921,-119.784655
4765 Woodchuck Cir #18,1100000,469,,,111949,,,Reno,NV,89519,89519,US,,Accommodation,39.492737,-119.892801
4825 Woodchuck Cir #17,750000,469,,,66211,,,Reno,NV,89519,89519,US,,Accommodation,39.492644,-119.891538
4895 Woodchuck Cir #16,825000,469,,,62290,,,Reno,NV,89519,89519,US,,Accommodation,39.492897,-119.890918
4890 Woodchuck Cir #3,1300000,469,,,66211,,,Reno,NV,89519,89519,US,,Accommodation,39.493724,-119.891126
4820 Woodchuck Cir #2,1150000,469,,,62290,,,Reno,NV,89519,89519,US,,Accommodation,39.4936269,-119.891956
4760 Woodchuck Cir #1,900000,469,,,41382,,,Reno,NV,89519,89519,US,,Accommodation,39.4941397,-119.8928007
0 Western Skies Dr #364,139000,,,,1742400,,,Reno,NV,89521,89521,US,,Accommodation,39.4088245,-119.7212794
3810 Bobolink Cir,185000,,,,15681,,,Reno,NV,89508,89508,US,,Accommodation,39.6795676,-119.9748536
0 Rock Farm Rd,345000,,,,87120,,,Reno,NV,89511,89511,US,,Accommodation,39.417,-119.7933
219 N Earlham Ct,350000,315,,,45738,,,Reno,NV,89511,89511,US,,Accommodation,39.345554,-119.809609
0 Paiute Ln,11997,,,,444311,,,Reno,NV,89510,89510,US,,Accommodation,40.164913,-119.859313
0 Meridian Ln,195000,,,,44431,,,Reno,NV,89509,89509,US,,Accommodation,39.494059,-119.848245
21530 Delta Dr,39000,4,,,52272,,,Reno,NV,89521,89521,US,,Accommodation,39.382183,-119.65098
4795 Buckhaven Ct,285000,387,,,12196,,,Reno,NV,89519,89519,US,,Accommodation,39.4784859,-119.849579
000 Apn 04525213 Lot,189900,,,,871200,,,Reno,NV,89511,89511,US,,Accommodation,39.3679615757276,-119.77701552498
355 River Pnes #13,450000,185,,,49658,,,Reno,NV,89439,89439,US,,Accommodation,39.523902,-119.984869
2065 Wedekind Rd,344500,,,,46173,,,Reno,NV,89512,89512,US,,Accommodation,39.5510639,-119.794633
6089 Rancharrah Pkwy,555000,150,,,16117,,,Reno,NV,89511,89511,US,,Accommodation,39.470406,-119.798565
3480 Dry Lake Rd #348,39000,17,,,620730,,,Reno,NV,89521,89521,US,,Accommodation,39.3875173,-119.6102681
22200 N Red Rock Rd Unit A,279999,35,,,548420,,,Reno,NV,89508,89508,US,,Accommodation,39.8989732,-119.9820534
6101 Rancharrah Pkwy Unit Riata 18,599000,195,,,18730,,,Reno,NV,89511,89511,US,,Accommodation,39.4699554,-119.7985049
6083 Rancharrah Pkwy Unit Riata 15,599000,195,,,18730,,,Reno,NV,89511,89511,US,,Accommodation,39.470227,-119.798951
4920 Sierra Pine Dr,360000,50,,,22651,,,Reno,NV,89519,89519,US,,Accommodation,39.475194,-119.851288
6143 Falabella Way,469000,150,,,12196,,,Reno,NV,89511,89511,US,,Accommodation,39.470476,-119.800276
8864 Inisheer Way,609900,,2262,270,6299,4,3.0,Sacramento,CA,95828,95828,US,1990,SingleFamilyResidence,38.4572696,-121.3748758
3041 San Carlos Way,489900,,1005,487,4356,3,1.5,Sacramento,CA,95817,95817,US,1957,SingleFamilyResidence,38.5460982,-121.4612625
1629 10th St #2,299000,372,586,510,1451,1,1.0,Sacramento,CA,95814,95814,US,1984,SingleFamilyResidence,38.5732868,-121.4963116
8209 White Sands Way,475000,,1484,320,7039,4,2.0,Sacramento,CA,95828,95828,US,1979,SingleFamilyResidence,38.4884015,-121.4029584
500 N St #504,475000,547,1261,377,,2,2.0,Sacramento,CA,95814,95814,US,1981,SingleFamilyResidence,38.5771453,-121.501211
1224 Lucio Ln,775000,,1454,533,10019,3,2.0,Sacramento,CA,95822,95822,US,1951,SingleFamilyResidence,38.5256144,-121.5115773
216 23rd St,750000,,1018,737,3049,3,3.0,Sacramento,CA,95816,95816,US,1918,SingleFamilyResidence,38.5838288,-121.4726533
1922 4th St,578250,,1108,522,3049,2,2.0,Sacramento,CA,95811,95811,US,1890,SingleFamilyResidence,38.5718927,-121.5063393
6695 - 6685 Willowbrae Way,720000,,2193,328,9148,6,3.0,Sacramento,CA,95831,95831,US,1964,Accommodation,38.5053543,-121.5183378
9474 Cheverny Way,630000,,2018,312,4295,4,3.0,Sacramento,CA,95829,95829,US,2022,SingleFamilyResidence,38.4905455,-121.3482255
1733 - 1729 36th St,879000,,1431,614,6399,3,2.0,Sacramento,CA,95816,95816,US,1942,Accommodation,38.5625975,-121.4611397
3116 Crest Haven Dr,399000,,1414,282,6390,2,1.5,Sacramento,CA,95821,95821,US,1952,SingleFamilyResidence,38.6128754,-121.3910135
7020 2nd Pkwy,450000,,1848,244,8276,4,2.0,Sacramento,CA,95823,95823,US,1960,SingleFamilyResidence,38.5012759,-121.4491062
970 Watt Ave,675000,,1946,347,27560,4,2.0,Sacramento,CA,95864,95864,US,1951,SingleFamilyResidence,38.5830172,-121.3826165
7656 23rd St,549000,,1642,334,10019,4,2.0,Sacramento,CA,95832,95832,US,1963,Accommodation,38.478709,-121.4833881
2140 Murieta Way,589000,,1152,511,6534,3,1.0,Sacramento,CA,95822,95822,US,1950,SingleFamilyResidence,38.5255192,-121.4911543
8684 Moss Agate Ct,599888,,1820,330,10524,5,3.0,Elk Grove,CA,95758,95758,US,1994,SingleFamilyResidence,38.4413085,-121.4413549
936 Commons Dr,485000,540,1833,265,132814440,3,2.0,Sacramento,CA,95825,95825,US,1969,SingleFamilyResidence,38.5697057,-121.4118725
161 Skybrook Ln,195000,325,1352,144,,3,2.0,Sacramento,CA,95828,95828,US,2000,SingleFamilyResidence,38.48189,-121.3835456
637 Regency Cir,898888,,2439,369,12632,4,2.0,Sacramento,CA,95864,95864,US,1971,SingleFamilyResidence,38.5795953,-121.3500667
5050 Larchwood Way,479000,,1646,291,7600,4,2.0,Sacramento,CA,95841,95841,US,1979,SingleFamilyResidence,38.6717945,-121.3460306
4328 Carmelo Oaks Ct,599000,,2064,290,6486,4,3.0,Sacramento,CA,95841,95841,US,2006,SingleFamilyResidence,38.6545766,-121.3628469
845 Price Ct,299900,,743,404,5663,2,1.0,Sacramento,CA,95815,95815,US,1925,SingleFamilyResidence,38.6181614,-121.4469347
6609 Dawson Way,399900,,1408,284,5663,3,2.0,Sacramento,CA,95823,95823,US,1959,SingleFamilyResidence,38.506378,-121.4401038
1314 19th St,699000,,2306,303,2614,4,2.0,Sacramento,CA,95811,95811,US,1900,Accommodation,38.5733008,-121.4831837
8741 Weeping Birch Ln,488000,105,894,546,5214,2,2.0,Elk Grove,CA,95758,95758,US,1998,SingleFamilyResidence,38.4399417,-121.4392122
6045 Ogden Nash Way,349000,,1104,316,5415,3,2.0,Sacramento,CA,95842,95842,US,1981,SingleFamilyResidence,38.6811879,-121.3521314
1916 63rd Ave,418000,,1219,343,6534,3,2.0,Sacramento,CA,95822,95822,US,1956,SingleFamilyResidence,38.4935563,-121.495879
3743 Becerra Way,535000,,1670,320,16553,3,2.0,Sacramento,CA,95821,95821,US,1979,SingleFamilyResidence,38.6333552,-121.3744863
13 Colby Ct,399900,620,1081,370,2178,2,1.0,Sacramento,CA,95825,95825,US,1974,SingleFamilyResidence,38.5687983,-121.4094245
1435 Arcade Blvd,349000,,1417,246,5458,2,2.0,Sacramento,CA,95815,95815,US,1947,SingleFamilyResidence,38.6257847,-121.4342092
4549 Acacia Ridge St,729000,104,2786,262,4421,4,3.5,Sacramento,CA,95834,95834,US,2016,SingleFamilyResidence,38.6547315,-121.500707
7494 Persimmon Ave,430000,,1599,269,4635,3,2.5,Sacramento,CA,95823,95823,US,1988,SingleFamilyResidence,38.4847155,-121.4390336
66 Bouganvillea,138700,,1344,103,,0,,Sacramento,CA,95828,95828,US,1980,SingleFamilyResidence,38.4865939,-121.3893966
103 Pulsar Cir,340000,,990,343,3920,2,2.0,Sacramento,CA,95822,95822,US,1982,SingleFamilyResidence,38.4932709,-121.4782649
2991 S 33rd Ave,360000,,1784,202,13939,2,1.0,Sacramento,CA,95824,95824,US,,Accommodation,38.5227118,-121.474456
5304 57th St,340000,,1161,293,5663,3,1.0,Sacramento,CA,95820,95820,US,1955,SingleFamilyResidence,38.5268082,-121.4397925
660 Acacia Ave,399999,,936,427,6098,3,1.0,Sacramento,CA,95815,95815,US,1951,SingleFamilyResidence,38.6205357,-121.4504311
5618 Padrone St,685000,80,2143,320,5001,4,3.0,Sacramento,CA,95835,95835,US,2024,SingleFamilyResidence,38.679163,-121.551797
3801 26th Ave,350000,,906,386,6098,2,1.0,Sacramento,CA,95820,95820,US,1934,SingleFamilyResidence,38.5292493,-121.465681
7516 Mimosa Way,434000,,1363,318,3615,3,2.0,Sacramento,CA,95828,95828,US,2016,SingleFamilyResidence,38.478613,-121.418204
760 Carro Dr,779000,33,3600,216,8098,8,4.5,Sacramento,CA,95825,95825,US,1964,Accommodation,38.5798835,-121.4039598
6525 Lang Ave,374900,,768,488,16759,2,1.0,Sacramento,CA,95823,95823,US,1953,SingleFamilyResidence,38.5079627,-121.4537167
1235 Golden Angel Way,495000,,1628,304,6294,3,2.5,Sacramento,CA,95838,95838,US,2018,SingleFamilyResidence,38.6491756,-121.4376497
5812 Peppermill Ct #2,310000,310,1105,281,,3,1.5,Sacramento,CA,95841,95841,US,1977,SingleFamilyResidence,38.6622464,-121.328782
5605 Delcliff Cir,775000,,2485,312,7405,4,2.5,Sacramento,CA,95822,95822,US,1987,SingleFamilyResidence,38.5243093,-121.5155842
1501 London St,395000,,809,488,5663,2,1.0,Sacramento,CA,95822,95822,US,1950,SingleFamilyResidence,38.5208144,-121.5024489
8004 Parkgate Way,525000,,1828,287,5872,4,2.0,Sacramento,CA,95828,95828,US,1990,SingleFamilyResidence,38.4649838,-121.3942485
2133 Forrest St,465000,,1228,379,4792,2,2.0,Sacramento,CA,95815,95815,US,1956,SingleFamilyResidence,38.6045704,-121.4543889
4240 Amapola Way,325000,,939,346,3920,2,1.0,Sacramento,CA,95823,95823,US,1983,SingleFamilyResidence,38.4683669,-121.4547657
6241 Riverside Blvd #205,215000,474,718,299,,1,1.0,Sacramento,CA,95831,95831,US,1970,SingleFamilyResidence,38.5130343,-121.5342561
8773 Inisheer Way,529900,,1685,314,6508,4,2.0,Sacramento,CA,95828,95828,US,1989,SingleFamilyResidence,38.4562294,-121.3778702
6728 Donerail Dr,425000,,1208,352,5663,3,2.0,Sacramento,CA,95842,95842,US,1973,SingleFamilyResidence,38.6890727,-121.3385488
4198 Savannah Ln,289888,280,1323,219,1307,3,1.5,Sacramento,CA,95823,95823,US,1971,SingleFamilyResidence,38.4829056,-121.4564421
3050 Judah St,334900,,1035,324,15002,2,1.0,Sacramento,CA,95815,95815,US,1934,SingleFamilyResidence,38.6227654,-121.4274738
4915 58th,500000,,1590,314,7405,4,2.0,Sacramento,CA,95820,95820,US,1950,Accommodation,38.5304195,-121.4384979
1507 Nogales St,960000,,5928,162,12632,16,1.0,Sacramento,CA,95838,95838,US,1966,Accommodation,38.6316248,-121.4325096
930 Bell Ave,439988,,1622,271,8712,3,2.0,Sacramento,CA,95838,95838,US,1990,SingleFamilyResidence,38.6472364,-121.4439674
1823 Caramay Way,669000,,1028,651,3920,2,1.0,Sacramento,CA,95818,95818,US,1939,SingleFamilyResidence,38.5556523,-121.4909536
651 Eleanor Ave,309500,,1206,257,5663,4,2.0,Sacramento,CA,95815,95815,US,1998,SingleFamilyResidence,38.6168705,-121.4511012
7322 York Town Pl #901,350000,405,1416,247,,3,2.0,Sacramento,CA,95842,95842,US,1999,SingleFamilyResidence,38.6988433,-121.3513159
3332 Deforest Way #7,779000,559,1537,507,1259,2,2.0,Sacramento,CA,95816,95816,US,2017,SingleFamilyResidence,38.5828205,-121.4559443
7140 Briggs Dr,329900,,1501,220,10890,4,2.5,Sacramento,CA,95828,95828,US,1963,SingleFamilyResidence,38.4970664,-121.4170581
3780 Las Pasas Way,1740000,8,3655,476,18731,4,3.0,Sacramento,CA,95864,95864,US,1999,SingleFamilyResidence,38.5875448,-121.3766458
9709 Dartwell Way,425000,131,1199,354,2648,2,2.0,Sacramento,CA,95829,95829,US,2013,SingleFamilyResidence,38.4879497,-121.3352072
3964 1st Ave,349990,,629,556,4792,2,1.0,Sacramento,CA,95817,95817,US,1910,SingleFamilyResidence,38.5518163,-121.4610147
4991 Helen Way,639000,,1464,436,6534,3,2.0,Sacramento,CA,95822,95822,US,1950,SingleFamilyResidence,38.5286014,-121.4918313
7464 Franklin Blvd #1,175000,326,795,220,,2,1.0,Sacramento,CA,95823,95823,US,1970,SingleFamilyResidence,38.4878193,-121.4554847
4192 Savannah Ln,235000,280,1323,178,1307,3,1.5,Sacramento,CA,95823,95823,US,1971,SingleFamilyResidence,38.4830785,-121.4564533
8161 Emmy Willow Ln,499000,120,1807,276,3280,4,2.5,Sacramento,CA,95828,95828,US,2017,SingleFamilyResidence,38.4719203,-121.4060552
278 Christine Dr,395000,,970,407,5227,3,1.0,Sacramento,CA,95815,95815,US,1953,SingleFamilyResidence,38.621425,-121.4600246
2908 24th St,979500,,1718,570,4792,3,2.0,Sacramento,CA,95818,95818,US,1920,SingleFamilyResidence,38.5521236,-121.4838447
281 Stone Valley Cir,450000,,1324,340,5009,3,2.0,Sacramento,CA,95823,95823,US,2005,SingleFamilyResidence,38.4813446,-121.454705
2001 Club Center Dr #1126,329500,320,763,432,,1,1.0,Sacramento,CA,95835,95835,US,2006,SingleFamilyResidence,38.671767,-121.5045978
4923 62nd St,399000,,1039,384,5663,3,1.0,Sacramento,CA,95820,95820,US,1950,SingleFamilyResidence,38.5301184,-121.4326531
813 Florin Rd,469999,,1419,331,4674,3,2.0,Sacramento,CA,95831,95831,US,1982,SingleFamilyResidence,38.4975921,-121.5299811
2326 Ryedale Ln,473000,306,1454,325,4726,2,2.0,Sacramento,CA,95835,95835,US,2005,SingleFamilyResidence,38.6838301,-121.5133908
4263 Marysville Dr,379900,,1232,308,5227,4,2.0,Sacramento,CA,95838,95838,US,1983,SingleFamilyResidence,38.6453892,-121.4334995
5341 Noyack Way,515000,68,2088,247,2701,4,2.5,Sacramento,CA,95835,95835,US,2006,SingleFamilyResidence,38.674598,-121.5318647
9021 Montoya St #4,235000,195,924,254,,2,1.0,Sacramento,CA,95826,95826,US,1968,SingleFamilyResidence,38.5592388,-121.3700534
7404 Mandeville Ln,279000,85,1248,224,4783,2,2.0,Sacramento,CA,95828,95828,US,1975,SingleFamilyResidence,38.4881849,-121.3831033
3814 15th Ave,275000,,752,366,5049,3,1.0,Sacramento,CA,95820,95820,US,1983,SingleFamilyResidence,38.5382923,-121.4658907
3130 3rd Ave,2375000,,9400,253,6098,20,1.0,Sacramento,CA,95817,95817,US,1960,Accommodation,38.5526545,-121.4732956
1554 Bridgegate Way,539000,94,1547,348,3358,3,2.5,Sacramento,CA,95834,95834,US,2021,SingleFamilyResidence,38.6357925,-121.4934804
2008 Belcot Rd,669999,,2889,232,10019,6,3.0,Sacramento,CA,95825,95825,US,2000,SingleFamilyResidence,38.6021836,-121.4076018
1515 P St #25,499000,356,1313,380,871,2,1.5,Sacramento,CA,95814,95814,US,1986,SingleFamilyResidence,38.5720497,-121.4887237
2008 Joan Way,370000,,1090,339,6098,2,1.0,Sacramento,CA,95825,95825,US,1955,SingleFamilyResidence,38.6074793,-121.4193457
2294 Woodside Ln #5,232000,449,668,347,1072,1,1.0,Sacramento,CA,95825,95825,US,1968,SingleFamilyResidence,38.5813708,-121.4124038
3749 Bigler Way,710000,,2072,343,4792,4,4.0,Sacramento,CA,95817,95817,US,1900,SingleFamilyResidence,38.5471556,-121.4660624
311 Chennault Ct,339000,,847,400,5227,3,1.0,Sacramento,CA,95838,95838,US,1942,SingleFamilyResidence,38.6424689,-121.4238327
2357 Ryedale Ln,499000,306,1797,278,4726,2,2.0,Sacramento,CA,95835,95835,US,2005,SingleFamilyResidence,38.6842215,-121.514273
100 Del Verde Cir #7,255000,432,710,359,,2,1.0,Sacramento,CA,95833,95833,US,1982,SingleFamilyResidence,38.6265197,-121.5010069
4129 43rd St,325000,,744,437,5227,2,1.0,Sacramento,CA,95820,95820,US,1938,SingleFamilyResidence,38.5366783,-121.4563082
2510 Natomas Crossing Dr,534900,72,1626,329,2187,3,2.5,Sacramento,CA,95834,95834,US,2019,SingleFamilyResidence,38.6363079,-121.5166661
2220 9th St,510000,,910,560,3049,2,1.5,Sacramento,CA,95818,95818,US,1924,SingleFamilyResidence,38.5668221,-121.5011003
3127 20th Ave,379000,,2150,176,6098,5,2.0,Sacramento,CA,95820,95820,US,,Accommodation,38.5347326,-121.4737894
4228 Tallyho Dr,489000,,1464,334,5502,3,2.0,Sacramento,CA,95826,95826,US,1978,SingleFamilyResidence,38.5408448,-121.3531809
2241 Able Way,650000,85,2191,297,6434,4,2.0,Sacramento,CA,95835,95835,US,2000,SingleFamilyResidence,38.6662966,-121.5098156
17 Sausalito Ct,399800,,1210,330,5140,2,2.0,Sacramento,CA,95823,95823,US,2003,SingleFamilyResidence,38.4649364,-121.4188282
600 Plaza Ave,598900,,1987,301,9583,5,3.0,Sacramento,CA,95815,95815,US,2024,SingleFamilyResidence,38.6126549,-121.453936
1606 20th St,920000,245,1736,530,1568,2,3.5,Sacramento,CA,95811,95811,US,2018,SingleFamilyResidence,38.5698397,-121.4831789
432 42nd St,425000,,1379,308,6299,3,2.0,Sacramento,CA,95819,95819,US,1935,SingleFamilyResidence,38.574508,-121.4479139
4647 Windsong St,785000,129,2126,369,7850,3,2.0,Sacramento,CA,95834,95834,US,2000,SingleFamilyResidence,38.6463584,-121.5381732
7719 Windbridge Dr,649000,,1588,409,7405,3,2.0,Sacramento,CA,95831,95831,US,1987,SingleFamilyResidence,38.4806022,-121.5380931
19 Rose Mead Cir,549900,,1468,375,8276,2,2.0,Sacramento,CA,95831,95831,US,1965,SingleFamilyResidence,38.4948407,-121.5079393
1893 Acari Ave,525000,,1492,352,3742,3,2.0,Sacramento,CA,95835,95835,US,2004,SingleFamilyResidence,38.6835975,-121.5038414
9 Deja Ct,405000,,1097,369,5349,3,2.0,Sacramento,CA,95838,95838,US,2000,SingleFamilyResidence,38.6449963,-121.4375329
4521 40th Ave,439000,,1438,305,5227,4,2.0,Sacramento,CA,95824,95824,US,1951,SingleFamilyResidence,38.5168612,-121.4535695
2243 Sierra Blvd,645000,,2058,313,8276,4,2.0,Sacramento,CA,95825,95825,US,1965,SingleFamilyResidence,38.5782133,-121.4126536
3026 Enchanted Walk #26,460000,300,1579,291,,3,3.5,Sacramento,CA,95835,95835,US,2008,SingleFamilyResidence,38.679287,-121.5282953
479 Haggin Ave,750000,,3939,190,20473,4,3.5,Sacramento,CA,95833,95833,US,1960,SingleFamilyResidence,38.6165235,-121.4732874
505 22nd St,830000,,1725,481,3049,3,4.0,Sacramento,CA,95816,95816,US,1905,SingleFamilyResidence,38.5811147,-121.4747127
5817 Esrig Way,575000,,1814,317,6970,4,3.0,Sacramento,CA,95841,95841,US,1978,SingleFamilyResidence,38.6551147,-121.3297268
6025 Dias Ave #17,90000,,540,167,,1,1.5,Sacramento,CA,95824,95824,US,1966,SingleFamilyResidence,38.5138155,-121.4317825
1219 57th St,489950,,1132,433,3406,2,1.0,Sacramento,CA,95819,95819,US,1971,SingleFamilyResidence,38.5612804,-121.4350937
2222 Burney Way,319000,,899,355,5227,2,1.0,Sacramento,CA,95821,95821,US,1950,SingleFamilyResidence,38.6121806,-121.4139429
4642 Westlake Pkwy,589000,125,1800,327,5550,3,2.0,Sacramento,CA,95835,95835,US,2003,SingleFamilyResidence,38.658133,-121.5473073
4640 Sagar Ave,875000,,3749,233,12632,4,3.0,Sacramento,CA,95821,95821,US,1960,SingleFamilyResidence,38.6363287,-121.3559976
116 Davis Ave,189000,764,1800,105,3000,3,2.0,Sacramento,CA,95823,95823,US,1978,SingleFamilyResidence,38.4894829,-121.4667432
4840 Priscilla Ln,398000,,925,430,4792,3,1.0,Sacramento,CA,95820,95820,US,1952,SingleFamilyResidence,38.5314252,-121.4153446
